Date,Close
5/11/2018 16:00:00,102.07
5/14/2018 16:00:00,102.44
5/15/2018 16:00:00,102.92
5/16/2018 16:00:00,105.04
5/17/2018 16:00:00,104.34
5/18/2018 16:00:00,103.93
5/21/2018 16:00:00,104.06
5/22/2018 16:00:00,104.07
5/23/2018 16:00:00,102.89
5/24/2018 16:00:00,102.11
5/25/2018 16:00:00,102.2
5/29/2018 16:00:00,99.69
5/30/2018 16:00:00,99.98
5/31/2018 16:00:00,99.47
6/1/2018 16:00:00,99.36
6/4/2018 16:00:00,100.24
6/5/2018 16:00:00,99.94
6/6/2018 16:00:00,101.91
6/7/2018 16:00:00,102.47
6/8/2018 16:00:00,103.98
6/11/2018 16:00:00,104.35
6/12/2018 16:00:00,104.33
6/13/2018 16:00:00,106.31
6/14/2018 16:00:00,108.75
6/15/2018 16:00:00,108.85
6/18/2018 16:00:00,107.06
6/19/2018 16:00:00,106.1
6/20/2018 16:00:00,107.15
6/21/2018 16:00:00,105.89
6/22/2018 16:00:00,106.34
6/25/2018 16:00:00,104.45
6/26/2018 16:00:00,104.26
6/27/2018 16:00:00,103.96
6/28/2018 16:00:00,104.77
6/29/2018 16:00:00,104.81
7/2/2018 16:00:00,105.33
7/3/2018 13:00:00,104.04
7/5/2018 16:00:00,105.34
7/6/2018 16:00:00,104.78
7/9/2018 16:00:00,106.02
7/10/2018 16:00:00,106.03
7/11/2018 16:00:00,108.04
7/12/2018 16:00:00,108.25
7/13/2018 16:00:00,110
7/16/2018 16:00:00,110.2
7/17/2018 16:00:00,110.3
7/18/2018 16:00:00,110.69
7/19/2018 16:00:00,112.13
7/20/2018 16:00:00,111.48
7/23/2018 16:00:00,111.09
7/24/2018 16:00:00,110.7
7/25/2018 16:00:00,111.18
7/26/2018 16:00:00,113.51
7/27/2018 16:00:00,112.62
7/30/2018 16:00:00,112.63
7/31/2018 16:00:00,113.56
8/1/2018 16:00:00,112.97
8/2/2018 16:00:00,112.75
8/3/2018 16:00:00,114.09
8/6/2018 16:00:00,115.94
8/7/2018 16:00:00,116.56
8/8/2018 16:00:00,113.98
8/9/2018 16:00:00,114.16
8/10/2018 16:00:00,112.68
8/13/2018 16:00:00,112.12
8/14/2018 16:00:00,112.75
8/15/2018 16:00:00,112.85
8/16/2018 16:00:00,112.48
8/17/2018 16:00:00,112.48
8/20/2018 16:00:00,111.99
8/21/2018 16:00:00,112.39
8/22/2018 16:00:00,111.94
8/23/2018 16:00:00,112
8/24/2018 16:00:00,111.93
8/27/2018 16:00:00,112.33
8/28/2018 16:00:00,112.58
8/29/2018 16:00:00,112.45
8/30/2018 16:00:00,111.92
8/31/2018 16:00:00,112.02
9/4/2018 16:00:00,110.85
9/5/2018 16:00:00,109.87
9/6/2018 16:00:00,110.26
9/7/2018 16:00:00,110.97
9/10/2018 16:00:00,110.68
9/11/2018 16:00:00,109.6
9/12/2018 16:00:00,109.46
9/13/2018 16:00:00,110.67
9/14/2018 16:00:00,109.26
9/17/2018 16:00:00,109.36
9/18/2018 16:00:00,109.53
9/19/2018 16:00:00,109.79
9/20/2018 16:00:00,111.62
9/21/2018 16:00:00,110.4
9/24/2018 16:00:00,112.77
9/25/2018 16:00:00,113.63
9/26/2018 16:00:00,115.21
