Date,Close
5/11/2018 16:00:00,28.11
5/14/2018 16:00:00,27.73
5/15/2018 16:00:00,27.85
5/16/2018 16:00:00,28.27
5/17/2018 16:00:00,28.88
5/18/2018 16:00:00,28.75
5/21/2018 16:00:00,29.02
5/22/2018 16:00:00,28.95
5/23/2018 16:00:00,29
5/24/2018 16:00:00,28.92
5/25/2018 16:00:00,28.96
5/29/2018 16:00:00,28.83
5/30/2018 16:00:00,29.17
5/31/2018 16:00:00,29.17
6/1/2018 16:00:00,29.17
6/4/2018 16:00:00,29.3
6/5/2018 16:00:00,29.24
6/6/2018 16:00:00,29.59
6/7/2018 16:00:00,29.85
6/8/2018 16:00:00,29.54
6/11/2018 16:00:00,29.05
6/12/2018 16:00:00,28.57
6/13/2018 16:00:00,28.65
6/14/2018 16:00:00,28.64
6/15/2018 16:00:00,28.66
6/18/2018 16:00:00,29.08
6/19/2018 16:00:00,29.67
6/20/2018 16:00:00,29.77
6/21/2018 16:00:00,29.61
6/22/2018 16:00:00,29.93
6/25/2018 16:00:00,29.88
6/26/2018 16:00:00,29.72
6/27/2018 16:00:00,28.85
6/28/2018 16:00:00,28.76
6/29/2018 16:00:00,28.22
7/2/2018 16:00:00,28.94
7/3/2018 13:00:00,29.2
7/5/2018 16:00:00,29.98
7/6/2018 16:00:00,30.27
7/9/2018 16:00:00,30.18
7/10/2018 16:00:00,29.54
7/11/2018 16:00:00,29.63
7/12/2018 16:00:00,29.02
7/13/2018 16:00:00,29
7/16/2018 16:00:00,29.47
7/17/2018 16:00:00,29.28
7/18/2018 16:00:00,29.42
7/19/2018 16:00:00,29.71
7/20/2018 16:00:00,29.84
7/23/2018 16:00:00,29.65
7/24/2018 16:00:00,29.89
7/25/2018 16:00:00,30.53
7/26/2018 16:00:00,30.52
7/27/2018 16:00:00,30.15
7/30/2018 16:00:00,30.48
7/31/2018 16:00:00,30.5
8/1/2018 16:00:00,30.9
8/2/2018 16:00:00,31.13
8/3/2018 16:00:00,30.57
8/6/2018 16:00:00,30.39
8/7/2018 16:00:00,30.39
8/8/2018 16:00:00,30.01
8/9/2018 16:00:00,29.98
8/10/2018 16:00:00,29.97
8/13/2018 16:00:00,29.73
8/14/2018 16:00:00,29.7
8/15/2018 16:00:00,29.9
8/16/2018 16:00:00,30.3
8/17/2018 16:00:00,29.95
8/20/2018 16:00:00,29.72
8/21/2018 16:00:00,29.58
8/22/2018 16:00:00,29.66
8/23/2018 16:00:00,29.5
8/24/2018 16:00:00,29.77
8/27/2018 16:00:00,29.58
8/28/2018 16:00:00,29.45
8/29/2018 16:00:00,29.33
8/30/2018 16:00:00,29.26
8/31/2018 16:00:00,29.28
9/4/2018 16:00:00,29.08
9/5/2018 16:00:00,29.1
9/6/2018 16:00:00,28.89
9/7/2018 16:00:00,28.51
9/10/2018 16:00:00,28.73
9/11/2018 16:00:00,28.1
9/12/2018 16:00:00,28.21
9/13/2018 16:00:00,28.64
9/14/2018 16:00:00,28.62
9/17/2018 16:00:00,29.2
9/18/2018 16:00:00,28.6
9/19/2018 16:00:00,28.38
9/20/2018 16:00:00,29.04
9/21/2018 16:00:00,29.74
9/24/2018 16:00:00,29.16
9/25/2018 16:00:00,29.39
9/26/2018 16:00:00,28.61
9/27/2018 16:00:00,28.44
9/28/2018 16:00:00,28.97
10/1/2018 16:00:00,29.08
10/2/2018 16:00:00,28.98
10/3/2018 16:00:00,29.38
10/4/2018 16:00:00,29.29
10/5/2018 16:00:00,29.3
10/8/2018 16:00:00,29.5
10/9/2018 16:00:00,29.62
10/10/2018 16:00:00,29.37
10/11/2018 16:00:00,29.13
10/12/2018 16:00:00,28.4
10/15/2018 16:00:00,28.49
10/16/2018 16:00:00,29.09
10/17/2018 16:00:00,28.07
10/18/2018 16:00:00,27.57
10/19/2018 16:00:00,27
10/22/2018 16:00:00,26.93
10/23/2018 16:00:00,25.75
10/24/2018 16:00:00,25.35
10/25/2018 16:00:00,26.87
10/26/2018 16:00:00,26.77
10/29/2018 16:00:00,27.84
10/30/2018 16:00:00,27.85
10/31/2018 16:00:00,28.56
11/1/2018 16:00:00,28.23
11/2/2018 16:00:00,28.29
11/5/2018 16:00:00,28.03
11/6/2018 16:00:00,27.42
11/7/2018 16:00:00,28.33
11/8/2018 16:00:00,28.2
11/9/2018 16:00:00,28.25
11/12/2018 16:00:00,28.1
11/13/2018 16:00:00,28.75
11/14/2018 16:00:00,28.01
11/15/2018 16:00:00,28.63
11/16/2018 16:00:00,28.44
11/19/2018 16:00:00,28.02
11/20/2018 16:00:00,28.04
11/21/2018 16:00:00,28.55
11/23/2018 13:00:00,28.6
11/26/2018 16:00:00,28.05
11/27/2018 16:00:00,28.44
11/28/2018 16:00:00,28.32
11/29/2018 16:00:00,28.44
11/30/2018 16:00:00,28.43
12/3/2018 16:00:00,28.65
12/4/2018 16:00:00,27.78
12/6/2018 16:00:00,27.56
12/7/2018 16:00:00,27.88
12/10/2018 16:00:00,27.79
12/11/2018 16:00:00,27.36
12/12/2018 16:00:00,27.98
12/13/2018 16:00:00,27
12/14/2018 16:00:00,26.53
12/17/2018 16:00:00,26.04
12/18/2018 16:00:00,26.08
12/19/2018 16:00:00,25.83
12/20/2018 16:00:00,25.51
12/21/2018 16:00:00,25.64
12/24/2018 13:00:00,25
12/26/2018 16:00:00,25.57
12/27/2018 16:00:00,25.6
12/28/2018 16:00:00,26.07
12/31/2018 16:00:00,26.3
1/2/2019 16:00:00,26.7
1/3/2019 16:00:00,26.26
1/4/2019 16:00:00,26.93
1/7/2019 16:00:00,26.7
1/8/2019 16:00:00,26.95
1/9/2019 16:00:00,26.78
1/10/2019 16:00:00,25.82
1/11/2019 16:00:00,25.58
1/14/2019 16:00:00,25.5
1/15/2019 16:00:00,25.33
1/16/2019 16:00:00,25.95
1/17/2019 16:00:00,25.96
1/18/2019 16:00:00,25.76
1/22/2019 16:00:00,25.78
1/23/2019 16:00:00,25.95
1/24/2019 16:00:00,26
