Date,Close
5/11/2018 16:00:00,11.19
5/14/2018 16:00:00,11.18
5/15/2018 16:00:00,11.22
5/16/2018 16:00:00,11.4
5/17/2018 16:00:00,11.46
5/18/2018 16:00:00,11.46
5/21/2018 16:00:00,11.51
5/22/2018 16:00:00,11.52
5/23/2018 16:00:00,11.44
5/24/2018 16:00:00,11.62
5/25/2018 16:00:00,11.51
5/29/2018 16:00:00,11.44
5/30/2018 16:00:00,11.55
5/31/2018 16:00:00,11.55
6/1/2018 16:00:00,11.71
6/4/2018 16:00:00,11.74
6/5/2018 16:00:00,11.83
6/6/2018 16:00:00,11.97
6/7/2018 16:00:00,12.03
6/8/2018 16:00:00,12.1
6/11/2018 16:00:00,12.03
6/12/2018 16:00:00,12.11
6/13/2018 16:00:00,12.02
6/14/2018 16:00:00,11.89
6/15/2018 16:00:00,11.88
6/18/2018 16:00:00,11.99
6/19/2018 16:00:00,11.89
6/20/2018 16:00:00,11.87
6/21/2018 16:00:00,11.71
6/22/2018 16:00:00,11.65
6/25/2018 16:00:00,11.5
6/26/2018 16:00:00,11.52
6/27/2018 16:00:00,11.42
6/28/2018 16:00:00,11.28
6/29/2018 16:00:00,11.07
7/2/2018 16:00:00,11.1
7/3/2018 13:00:00,10.99
7/5/2018 16:00:00,11.05
7/6/2018 16:00:00,11.06
7/9/2018 16:00:00,11.2
7/10/2018 16:00:00,11.25
7/11/2018 16:00:00,11.07
7/12/2018 16:00:00,11.05
7/13/2018 16:00:00,10.98
7/16/2018 16:00:00,10.85
7/17/2018 16:00:00,10.86
7/18/2018 16:00:00,10.87
7/19/2018 16:00:00,10.82
7/20/2018 16:00:00,10.56
7/23/2018 16:00:00,10.47
7/24/2018 16:00:00,10.57
7/25/2018 16:00:00,10.52
7/26/2018 16:00:00,9.89
7/27/2018 16:00:00,9.93
7/30/2018 16:00:00,10.07
7/31/2018 16:00:00,10.04
8/1/2018 16:00:00,9.9
8/2/2018 16:00:00,9.92
8/3/2018 16:00:00,10.04
8/6/2018 16:00:00,10.03
8/7/2018 16:00:00,10.08
8/8/2018 16:00:00,10.05
8/9/2018 16:00:00,9.91
8/10/2018 16:00:00,9.74
8/13/2018 16:00:00,9.46
8/14/2018 16:00:00,9.5
8/15/2018 16:00:00,9.45
8/16/2018 16:00:00,9.51
8/17/2018 16:00:00,9.55
8/20/2018 16:00:00,9.72
8/21/2018 16:00:00,9.86
8/22/2018 16:00:00,9.69
8/23/2018 16:00:00,9.63
8/24/2018 16:00:00,9.68
8/27/2018 16:00:00,9.99
8/28/2018 16:00:00,10.01
8/29/2018 16:00:00,9.97
8/30/2018 16:00:00,9.7
8/31/2018 16:00:00,9.48
9/4/2018 16:00:00,9.47
9/5/2018 16:00:00,9.49
9/6/2018 16:00:00,9.43
9/7/2018 16:00:00,9.27
9/10/2018 16:00:00,9.38
9/11/2018 16:00:00,9.31
9/12/2018 16:00:00,9.34
9/13/2018 16:00:00,9.37
9/14/2018 16:00:00,9.45
9/17/2018 16:00:00,9.55
9/18/2018 16:00:00,9.58
9/19/2018 16:00:00,9.78
9/20/2018 16:00:00,9.81
9/21/2018 16:00:00,9.85
9/24/2018 16:00:00,9.59
9/25/2018 16:00:00,9.39
9/26/2018 16:00:00,9.27
9/27/2018 16:00:00,9.23
9/28/2018 16:00:00,9.25
10/1/2018 16:00:00,9.32
10/2/2018 16:00:00,9.2
10/3/2018 16:00:00,9.13
10/4/2018 16:00:00,9.15
10/5/2018 16:00:00,9.12
10/8/2018 16:00:00,9.26
10/9/2018 16:00:00,8.95
10/10/2018 16:00:00,8.82
10/11/2018 16:00:00,8.81
10/12/2018 16:00:00,8.64
10/15/2018 16:00:00,8.81
10/16/2018 16:00:00,8.8
10/17/2018 16:00:00,8.76
10/18/2018 16:00:00,8.51
10/19/2018 16:00:00,8.5
10/22/2018 16:00:00,8.41
10/23/2018 16:00:00,8.59
10/24/2018 16:00:00,8.18
10/25/2018 16:00:00,8.99
10/26/2018 16:00:00,8.98
10/29/2018 16:00:00,9.28
10/30/2018 16:00:00,9.46
10/31/2018 16:00:00,9.55
11/1/2018 16:00:00,9.29
11/2/2018 16:00:00,9.38
11/5/2018 16:00:00,9.53
11/6/2018 16:00:00,9.54
11/7/2018 16:00:00,9.6
11/8/2018 16:00:00,9.46
11/9/2018 16:00:00,9.38
11/12/2018 16:00:00,9.49
11/13/2018 16:00:00,9.54
11/14/2018 16:00:00,9.54
11/15/2018 16:00:00,9.31
11/16/2018 16:00:00,9.05
11/19/2018 16:00:00,9.25
11/20/2018 16:00:00,9.06
11/21/2018 16:00:00,9.11
11/23/2018 13:00:00,9.13
11/26/2018 16:00:00,9.4
11/27/2018 16:00:00,9.28
11/28/2018 16:00:00,9.41
11/29/2018 16:00:00,9.37
11/30/2018 16:00:00,9.41
12/3/2018 16:00:00,9.6
12/4/2018 16:00:00,9.18
12/6/2018 16:00:00,9.02
12/7/2018 16:00:00,8.82
12/10/2018 16:00:00,8.52
12/11/2018 16:00:00,8.54
12/12/2018 16:00:00,8.64
12/13/2018 16:00:00,8.5
12/14/2018 16:00:00,8.52
12/17/2018 16:00:00,8.5
12/18/2018 16:00:00,8.47
12/19/2018 16:00:00,8.32
12/20/2018 16:00:00,8.26
12/21/2018 16:00:00,8.05
12/24/2018 13:00:00,7.63
12/26/2018 16:00:00,7.85
12/27/2018 16:00:00,7.85
12/28/2018 16:00:00,7.81
12/31/2018 16:00:00,7.65
1/2/2019 16:00:00,7.9
1/3/2019 16:00:00,7.78
1/4/2019 16:00:00,8.08
1/7/2019 16:00:00,8.29
1/8/2019 16:00:00,8.37
1/9/2019 16:00:00,8.72
1/10/2019 16:00:00,8.67
1/11/2019 16:00:00,8.82
1/14/2019 16:00:00,8.99
1/15/2019 16:00:00,8.84
1/16/2019 16:00:00,8.29
1/17/2019 16:00:00,8.36
1/18/2019 16:00:00,8.58
1/22/2019 16:00:00,8.5
1/23/2019 16:00:00,8.34
1/24/2019 16:00:00,8.6
1/25/2019 16:00:00,8.86
1/28/2019 16:00:00,8.66
1/29/2019 16:00:00,8.76
1/30/2019 16:00:00,8.71
1/31/2019 16:00:00,8.8
2/1/2019 16:00:00,8.72
2/4/2019 16:00:00,8.7
2/5/2019 16:00:00,8.75
2/6/2019 16:00:00,8.72
2/7/2019 16:00:00,8.31
2/8/2019 16:00:00,8.39
2/11/2019 16:00:00,8.33
2/12/2019 16:00:00,8.46
2/13/2019 16:00:00,8.41
2/14/2019 16:00:00,8.42
2/15/2019 16:00:00,8.54
2/19/2019 16:00:00,8.83
2/20/2019 16:00:00,8.94
2/21/2019 16:00:00,8.71
2/22/2019 16:00:00,8.71
2/25/2019 16:00:00,8.76
2/26/2019 16:00:00,8.88
2/27/2019 16:00:00,8.78
2/28/2019 16:00:00,8.77
3/1/2019 16:00:00,8.79
3/4/2019 16:00:00,8.81
3/5/2019 16:00:00,8.77
3/6/2019 16:00:00,8.58
3/7/2019 16:00:00,8.48
3/8/2019 16:00:00,8.42
3/11/2019 16:00:00,8.61
3/12/2019 16:00:00,8.57
3/13/2019 16:00:00,8.53
3/14/2019 16:00:00,8.41
3/15/2019 16:00:00,8.43
3/18/2019 16:00:00,8.57
3/19/2019 16:00:00,8.7
3/20/2019 16:00:00,8.51
3/21/2019 16:00:00,8.69
3/22/2019 16:00:00,8.54
3/25/2019 16:00:00,8.51
3/26/2019 16:00:00,8.76
3/27/2019 16:00:00,8.62
3/28/2019 16:00:00,8.77
3/29/2019 16:00:00,8.78
4/1/2019 16:00:00,8.98
4/2/2019 16:00:00,9.01
4/3/2019 16:00:00,9.13
4/4/2019 16:00:00,9.24
4/5/2019 16:00:00,9.25
4/8/2019 16:00:00,9.3
4/9/2019 16:00:00,9.21
4/10/2019 16:00:00,9.33
4/11/2019 16:00:00,9.39
4/12/2019 16:00:00,9.45
4/15/2019 16:00:00,9.33
4/16/2019 16:00:00,9.36
4/17/2019 16:00:00,9.5
4/18/2019 16:00:00,9.55
4/22/2019 16:00:00,9.35
4/23/2019 16:00:00,9.5
4/24/2019 16:00:00,9.57
4/25/2019 16:00:00,9.4
4/26/2019 16:00:00,10.41
4/29/2019 16:00:00,10.32
4/30/2019 16:00:00,10.45
5/1/2019 16:00:00,10.3
5/2/2019 16:00:00,10.34
5/3/2019 16:00:00,10.41
5/6/2019 16:00:00,10.37
5/7/2019 16:00:00,10.38
5/8/2019 16:00:00,10.34
